C00089136|01202017|110|1|110
C00089136|01272017|133|54|8718
C00095109|01312017|310|4|1260
C00099234|01312017|300|1|300
C00104083|01042017|220|2|440
C00104083|01182017|190|1|190
C00111559|01312017|208|15|3495
C00113019|01262017|5000|6|25000
C00113159|01112017|2500|7|17500
C00113159|01132017|203|1|203
C00113159|01252017|136|19|2841
C00114694|01132017|208|5|1112
C00114694|01302017|208|5|1112
C00117424|01312017|386|9|3185
C00117838|01132017|211|1|211
C00117838|01272017|192|7|1334
C00119008|01312017|384|11|3852
C00119776|01312017|349|1|349
C00131607|01022017|250|4|1000
C00131607|01032017|500|4|2250
C00131607|01062017|500|2|1000
C00131607|01312017|1000|1|1000
C00139659|01042017|250|11|4350
C00139659|01102017|250|18|9250
C00139659|01162017|250|3|1000
C00139659|01232017|250|10|4550
C00139659|01252017|250|5|1250
C00145037|01312017|220|1|220
C00147231|01312017|400|7|6998
C00149104|01102017|2500|1|2500
C00149104|01112017|1250|3|3750
C00149104|01122017|1250|7|8450
C00149104|01132017|208|5|2082
C00149104|01232017|1250|1|1250
C00149104|01262017|1250|1|1250
C00149104|01312017|104|12|1665
C00153031|01062017|210|1|210
C00153031|01272017|250|1|250
C00153031|01302017|1000|2|2000
C00153031|01312017|2000|1|2000
C00161414|01132017|209|7|1939
C00161414|01312017|216|8|2319
C00166348|01012017|562|184|143767
C00171843|01312017|306|68|26754
C00177436|01042017|5000|1|5000
C00177436|01312017|384|18|5720
C00193433|01012017|250|10|3320
C00193433|01022017|250|4|850
C00193433|01032017|250|33|10873
C00193433|01042017|75|18|5159
C00193433|01052017|185|24|12885
C00193433|01062017|80|24|5734
C00193433|01072017|250|17|5879
C00193433|01082017|300|4|1850
C00193433|01092017|275|20|12408
C00193433|01102017|300|50|30818
C00193433|01112017|284|32|15122
C00193433|01122017|275|26|13797
C00193433|01132017|300|49|24878
C00193433|01142017|250|9|6965
C00193433|01152017|250|21|4125
C00193433|01162017|300|74|36988
C00193433|01172017|250|47|19345
C00193433|01182017|300|89|52265
C00193433|01192017|250|41|21945
C00193433|01202017|250|60|30835
C00193433|01212017|250|36|14000
C00193433|01222017|400|28|15150
C00193433|01232017|281|143|74974
C00193433|01242017|250|83|40749
C00193433|01252017|300|45|25135
C00193433|01262017|400|64|37455
C00193433|01272017|250|27|10773
C00193433|01282017|110|35|7365
C00193433|01292017|250|10|3300
C00193433|01302017|438|100|67710
C00193433|01312017|250|91|46658
C00197228|01272017|192|15|2632
C00200139|01202017|192|2|384
C00207308|01012017|380|1|380
C00208983|01232017|400|1|400
C00214981|01032017|600|3|1800
C00214981|01182017|600|1|600
C00214981|01192017|600|1|600
C00214981|01202017|600|1|600
C00214981|01242017|600|1|600
C00214981|01252017|600|1|600
C00214981|01262017|300|2|600
C00214981|01272017|360|1|360
C00214981|01312017|600|2|1200
C00224717|01012017|300|17|5690
C00224717|01032017|180|16|3595
C00224717|01062017|360|23|8800
C00224717|01082017|348|16|5675
C00224717|01102017|188|8|1830
C00224717|01132017|225|24|6615
C00224717|01152017|275|22|7175
C00224717|01172017|153|20|4180
C00224717|01202017|263|22|7060
C00224717|01222017|250|25|7865
C00224717|01242017|180|20|3735
C00224717|01272017|300|21|6585
C00224717|01292017|275|15|4325
C00224717|01312017|150|18|3180
C00227744|01132017|750|1|750
C00227744|01172017|625|2|1250
C00227744|01182017|750|13|8150
C00227744|01192017|750|3|1800
C00227744|01202017|750|1|750
C00227744|01232017|1125|2|2250
C00227744|01252017|500|3|1550
C00227744|01262017|300|1|300
C00227744|01272017|525|2|1050
C00227744|01302017|300|1|300
C00227744|01312017|750|1042|616975
C00239848|01112017|2000|1|2000
C00239848|01122017|2000|1|2000
C00239848|01132017|208|6|1540
C00239848|01172017|750|6|4500
C00239848|01232017|2000|1|2000
C00239848|01242017|3750|2|7500
C00239848|01302017|500|1|500
C00239848|01312017|208|12|2464
C00242271|01312017|382|6|2092
C00243659|01032017|358|2|716
C00243659|01202017|263|12|3540
C00250753|01302017|500|3|1595
C00264689|01182017|250|1|250
C00264689|01252017|250|1|250
C00266585|01312017|750|11|6666
C00270934|01102017|250|1|250
C00270934|01182017|1500|1|1500
C00270934|01232017|1500|14|26500
C00270934|01242017|1500|1|1500
C00270934|01252017|5000|3|16500
C00270934|01262017|5750|2|11500
C00270934|01272017|1500|1|1500
C00270934|01302017|1500|1|1500
C00275529|01052017|575|1|575
C00275529|01162017|536|1|536
C00275529|01312017|345|4|2191
C00280222|01042017|800|1|800
C00280222|01122017|500|1|500
C00302687|01112017|3000|1|3000
C00311308|01312017|406|2|811
C00325332|01132017|4250|8|28500
C00325332|01192017|2000|4|8500
C00325332|01242017|3250|8|28500
C00325811|01312017|384|9|3302
C00332833|01312017|384|11|3742
C00333534|01312017|212|1|212
C00340075|01312017|108|11|1314
C00344663|01312017|360|2|720
C00354332|01062017|250|14|4650
C00354332|01072017|360|13|4910
C00354332|01132017|350|15|5525
C00354332|01142017|225|18|5230
C00354332|01202017|225|20|5960
C00354332|01212017|225|19|5510
C00354332|01272017|325|14|4960
C00354332|01282017|325|13|4675
C00364109|01312017|150|1|150
C00364778|01112017|20|2|40
C00364778|01132017|209|2|418
C00364778|01312017|167|4|653
C00365502|01112017|208|4|832
C00365502|01142017|129|20|2933
C00366468|01272017|300|9|2792
C00369090|01022017|1650|2|3300
C00369090|01112017|2000|1|2000
C00369090|01142017|800|1|800
C00369090|01192017|1000|1|1000
C00369090|01202017|384|5|1920
C00371948|01312017|416|3|1082
C00377051|01262017|1000|1|1000
C00381954|01202017|140|14|2843
C00384818|01122017|250|40|12174
C00384818|01272017|0|1|0
C00387753|01312017|392|4|1544
C00388934|01112017|1000|1|1000
C00394031|01132017|208|4|728
C00394031|01312017|208|4|728
C00396671|01032017|1000|1|1000
C00396671|01052017|600|1|600
C00396671|01162017|365|1|365
C00397455|01202017|115|4|537
C00397711|01202017|144|1|144
C00399063|01312017|307|2|614
C00399386|01272017|260|2|520
C00401299|01122017|192|3|576
C00401299|01282017|250|4|1030
C00403881|01252017|250|1|250
C00403881|01262017|1375|2|2750
C00403881|01282017|250|4|1750
C00403881|01292017|250|1|250
C00408518|01232017|500|1|500
C00409565|01032017|5000|1|5000
C00409565|01182017|4000|2|8000
C00409565|01302017|5000|1|5000
C00412098|01042017|650|6|9050
C00412098|01052017|950|2|1900
C00412098|01062017|550|2|1100
C00412098|01192017|900|1|900
C00412098|01222017|500|1|500
C00412098|01312017|1050|2|2100
C00415026|01132017|217|2|433
C00415026|01312017|354|2|708
C00416693|01052017|500|2|1000
C00416693|01302017|5000|1|5000
C00420950|01312017|270|1|270
C00422501|01132017|300|1|300
C00422501|01172017|416|1|416
C00422501|01262017|360|1|360
C00423442|01312017|380|8|2884
C00427930|01312017|2500|1|2500
C00428110|01122017|250|4|1166
C00432963|01312017|138|2|275
C00433060|01062017|2500|1|2500
C00433060|01242017|2500|1|2500
C00433060|01312017|2500|1|2500
C00434811|01202017|150|2|300
C00455733|01132017|624|1|624
C00455733|01202017|234|2|468
C00455733|01272017|234|2|468
C00455733|01302017|234|10|3116
C00473249|01202017|500|8|4175
C00473918|01192017|5000|1|5000
C00478099|01312017|250|22|6620
C00482372|01202017|200|1|200
C00482372|01272017|200|1|200
C00484592|01182017|200|9|3150
C00484592|01232017|450|2|900
C00489302|01272017|5000|2|10000
C00491951|01312017|416|10|3536
C00501106|01312017|294|6|1864
C00507392|01312017|384|4|1355
C00507962|01312017|356|6|2029
C00528455|01192017|15000|1|15000
C00532887|01302017|0|1|0
C00536573|01122017|324|4|1487
C00536573|01262017|138|51|8158
C00550988|01032017|40|1|40
C00550988|01312017|104|2|208
C00552679|01032017|343|1|343
C00552679|01312017|392|12|4313
C00553560|01172017|250|1|250
C00553560|01202017|500|3|1250
C00553560|01232017|250|6|2425
C00556274|01182017|175023|1|175023
C00572198|01172017|2750|2|5500
C00574145|01182017|-200|41|-22918
C00574954|12302016|750|1|750
C00579102|01252017|-2700|1|-2700
C00582999|01132017|250|1|250
C00582999|01312017|206|1|206
C00583336|01312017|400|3|2750
C00586859|01242017|1000|1|1000
C00586982|01032017|1100|1|1100
C00588871|01242017|-500|1|-500
C00592030|01252017|5000|1|5000
C00603126|01052017|1532|1|1532
C00611251|01092017|400|1|400
C00618140|01062017|25|1|25
C00618140|01092017|-75|1|-75
C00618140|01112017|-43|1|-43
C00618140|02032017|-38|1|-38
C00619262|01042017|90869|1|90869
C00619577|12022016|100|1|100
C00619577|12132016|1000|1|1000
C00619650|01252017|1000|1|1000
C00623769|01202017|250|1|250
